Trend,Volcano,SIO2(WT%),TIO2(WT%),AL2O3(WT%),CAO(WT%),MGO(WT%),MNO(WT%),K2O(WT%),NA2O(WT%),P2O5(WT%),PB206_PB204,PB207_PB204,PB208_PB204
1,3,50.79,2.307,13.5,11.26,7.58,0.17,0.409,2.2,0.227,18.36,15.47,38.04
1,3,50.66,2.499,13.37,11.04,7.58,0.17,0.472,2.35,0.252,18.43,15.46,38.03
1,3,50.18,2.57,13.63,11.02,7.63,0.17,0.54,2.25,0.25,,,
1,3,50.92,2.223,13.51,10.96,7.69,0.17,0.382,2.18,0.225,18.25,15.46,37.94
1,3,50.16,2.441,13.27,10.93,7.71,0.18,0.429,2.45,0.24,18.41,15.47,38.06
1,3,50.01,2.45,13.01,11.07,7.84,0.17,0.45,2.19,0.23,,,
1,3,49.35,2.662,13.23,11.42,7.75,0.19,0.51,2.11,0.265,18.65,15.49,38.17
1,3,50.77,2.64,13.3,10.39,8.13,0.19,0.5,2.31,0.26,,,
1,3,50.48,2.31,13.63,11.05,8.14,0.17,0.41,2.22,0.22,,,
1,3,49.85,2.568,13.13,10.46,8.1,0.17,0.504,2.3,0.26,18.47,15.47,38.09
1,3,50.1,2.349,12.98,10.74,8.33,0.19,0.402,2.08,0.22,18.41,15.48,38.07
1,3,49.92,2.374,12.91,10.63,8.4,0.18,0.411,2.15,0.23,18.43,15.49,38.11
1,3,49.96,2.368,12.84,10.69,8.51,0.17,0.42,2.21,0.23,18.39,15.47,38.03
1,3,49.96,2.392,12.88,10.72,8.67,0.18,0.448,2.31,0.23,18.41,15.48,38.07
1,3,49.56,2.71,12.93,11.26,8.73,0.17,0.51,2.16,0.26,18.65,15.49,38.21
1,3,49.95,2.372,12.94,10.69,8.67,0.17,0.419,2.01,0.231,18.39,15.48,38.05
1,3,49.94,2.372,12.87,10.63,8.7,0.17,0.417,2.32,0.229,18.40,15.47,38.04
1,3,50.24,2.46,12.9,11,8.84,0.17,0.45,2.05,0.24,18.47,15.48,38.09
1,3,49.57,2.355,12.69,10.52,8.8,0.18,0.419,2.22,0.23,18.40,15.46,38.02
1,3,49.73,2.57,13.25,10.82,8.97,0.17,0.48,2.24,0.25,,,
1,3,49.99,2.4,12.76,10.62,9.04,0.17,0.41,2.13,0.23,,,
1,3,50.06,2.42,12.85,10.92,9.01,0.17,0.45,2.16,0.23,18.49,15.48,38.11
1,3,50.16,2.299,12.83,10.47,8.99,0.18,0.393,2.1,0.218,18.43,15.50,38.14
1,3,49.77,2.46,13.18,10.8,9.1,0.18,0.47,2.25,0.25,,,
1,3,49.8,2.53,13.04,10.72,9.14,0.18,0.46,2.25,0.26,,,
1,3,49.67,2.289,12.68,10.45,9.45,0.18,0.41,2.26,0.218,18.39,15.46,38.02
1,3,49.61,2.346,12.58,10.62,9.43,0.17,0.443,2.19,0.233,18.42,15.45,38.01
1,3,49.74,2.38,13.14,10.6,9.57,0.17,0.43,2.2,0.23,,,
1,3,49.51,2.3,13,10.41,10.01,0.18,0.41,2.21,0.21,,,
1,3,49.63,2.286,12.59,10.29,9.95,0.17,0.416,1.98,0.222,18.37,15.46,37.99
1,3,49.32,2.61,12.44,10.92,10.06,0.17,0.48,1.99,0.25,18.64,15.48,38.18
1,3,49.73,2.21,12.91,10.31,10.33,0.18,0.4,2.1,0.21,,,
1,3,49.9,2.224,12.07,10.05,10.64,0.17,0.334,1.96,0.202,18.51,15.47,38.13
1,3,49.43,2.21,12.63,10.19,10.92,0.1,0.4,2.11,0.23,,,
1,3,49.38,2.13,12.48,10.06,11.33,0.18,0.39,2.02,0.21,,,
1,3,49.16,2.1,12.2,9.85,11.96,0.18,0.37,2.02,0.2,,,
1,3,49.01,2.104,11.51,9.52,12.19,0.17,0.365,2.08,0.207,18.40,15.47,38.05
1,3,49.35,2.03,11.22,9.14,13.8,0.18,0.39,1.64,0.17,18.47,15.47,38.09
1,3,49.32,2.11,11.38,9.19,14.27,0.18,0.37,1.79,0.19,18.45,15.47,38.09
1,3,48.46,2.17,10.68,8.36,14.89,0.17,0.432,2,0.24,,,
1,3,47.76,2.22,10.57,9.51,15.39,0.17,0.45,1.79,0.22,18.60,15.49,38.22
1,3,48.67,2.07,10.71,9.02,15.61,0.17,0.36,1.71,0.2,18.46,15.48,38.08
1,3,48.4,2.044,10.56,8.41,15.66,0.17,0.382,1.91,0.22,,,
1,3,48.77,1.77,9.9,8.12,18.24,0.17,0.3,1.45,0.15,18.46,15.47,38.09
1,3,47.17,1.844,9.11,7.39,19.02,0.17,0.373,1.72,0.2,,,
1,3,47.98,1.71,9.12,7.39,20.66,0.16,0.3,1.3,0.15,18.43,15.46,38.07
1,3,46.32,1.61,8.29,6.79,22.55,0.16,0.27,1.21,0.17,,,
1,3,46.23,1.62,8.3,6.83,22.36,0.16,0.27,1.23,0.16,,,
1,3,46.23,1.83,8.14,8.21,20.34,0.14,0.35,1.25,0.17,18.58,15.50,38.15
1,3,45.85,1.81,8.11,7.94,20.05,0.14,0.37,1.27,0.17,18.57,15.48,38.12
1,3,47.62,1.97,9.42,7.24,19.24,0.17,0.35,1.44,0.22,,,
1,3,47.2,1.87,9.35,8.05,18.22,0.15,0.32,1.51,0.18,18.46,15.48,38.11
1,3,47.16,1.88,9.54,8.04,17.75,0.14,0.34,1.65,0.18,18.52,15.49,38.14
1,3,47.93,1.77,10.57,9.03,16.5,0.14,0.32,1.67,0.17,18.52,15.48,38.11
1,3,49.55,2.73,12.6,10.09,9.27,0.17,0.564,2.39,0.3,,,
1,3,50.26,2.353,12.98,10.58,8.65,0.17,0.406,2.24,0.224,18.41,15.47,38.08
1,3,50.27,2.275,12.87,10.5,8.55,0.18,0.386,2.17,0.222,18.41,15.47,38.07
1,3,50.82,2.337,13.09,10.62,8.11,0.18,0.39,2.15,0.225,18.42,15.47,38.07
1,3,50.33,2.32,13.02,10.64,7.98,0.17,0.4,2.36,0.227,18.40,15.47,38.07
1,3,50.79,2.338,13.11,10.68,7.9,0.17,0.391,2.03,0.224,18.41,15.47,38.07
1,3,51.01,2.349,13.23,10.76,7.55,0.18,0.4,2.23,0.229,18.41,15.47,38.07
1,3,50.58,2.4,13.37,10.91,7.41,0.17,0.416,2.34,0.235,18.41,15.47,38.08
1,3,50.2,2.34,13.19,10.66,7.36,0.17,0.4,2.89,0.23,18.41,15.47,38.07
1,3,51.01,2.361,13.33,10.88,7.23,0.18,0.405,2.31,0.228,18.41,15.47,38.07
1,3,50.79,2.38,13.34,10.75,7.2,0.18,0.397,2.22,0.231,18.42,15.47,38.07
1,3,50.82,2.41,13.48,10.81,7.16,0.17,0.404,2.27,0.235,18.42,15.47,38.07
1,3,50.92,2.436,13.56,10.82,6.99,0.18,0.417,2.3,0.239,18.41,15.47,38.07
1,3,50.89,2.43,13.52,10.79,6.91,0.18,0.415,2.5,0.23,18.41,15.47,38.07
1,3,50.98,2.492,13.63,10.85,6.69,0.18,0.425,2.44,0.239,18.42,15.47,38.08
1,3,51.73,2.57,13.74,10.47,6.68,0.178,0.433,2.6,0.24,,,
1,3,47.46,1.76,9.7,8.12,17.98,0.17,0.28,1.72,0.17,18.59,15.54,38.26
1,3,47.97,1.82,10.17,8.58,16.11,0.18,0.24,1.77,0.17,18.54,15.54,38.17
1,3,50.48,2.76,13.67,10.76,6.71,0.17,0.5,2.37,0.32,18.86,15.61,38.54
1,3,49.26,2.19,11.78,9.96,11.38,0.18,0.35,2.02,0.2,18.50,15.52,38.14
1,3,49.4,2.41,12.7,10.45,9.62,0.18,0.38,2.22,0.22,18.54,15.51,38.14
1,3,50.29,2.28,13.07,10.95,8.17,0.18,0.33,2.28,0.21,18.60,15.55,38.25
1,3,49.83,3.03,13.59,11,7.15,0.17,0.54,2.38,0.32,18.47,15.58,38.24
1,3,49.71,2.76,13.8,10.94,6.95,0.18,0.5,2.33,0.27,18.64,15.58,38.42
1,3,50.2,2.6,13.54,10.66,6.87,0.18,0.47,2.22,0.25,18.44,15.50,38.13
1,3,49.7,2.48,13.26,11.82,7.08,0.19,0.37,2.18,0.3,18.36,15.50,38.05
1,3,48.12,3.19,13.2,10.25,8.12,0.18,0.66,2.54,0.33,18.74,15.51,38.35
1,3,50.05,2.32,12.88,11.08,8.25,0.19,0.43,2.05,0.28,18.41,15.52,38.13
1,3,47.75,1.94,11.42,10.41,12.93,0.18,0.28,1.82,0.29,,,
1,,,,,,,,,,,,,
1,4,49.25,2.89,13.22,10.92,7.43,0.18,0.56,2.51,0.31,18.43,15.49,38.01
1,4,45.63,1.54,7.27,6.66,23.77,0.18,0.26,1.47,0.16,,,
1,4,45.39,1.49,7.4,6.86,23.99,0.17,0.19,1.33,0.15,,,
1,4,47.67,1.97,9.64,8.01,18.03,0.17,0.23,1.65,0.2,18.61,15.48,38.24
1,4,47.31,1.9,9.49,7.96,18.56,0.17,0.26,1.51,0.19,18.62,15.49,38.19
1,4,47.98,1.76,10.28,8.11,16.85,0.17,0.28,1.69,0.18,18.17,15.47,37.80
1,4,48.67,2.7,12.26,10.61,10.01,0.17,0.53,2.37,0.31,18.54,15.48,38.11
1,4,49.7,2.06,12.28,9.76,11.33,0.17,0.33,2.04,0.2,18.33,15.47,37.95
1,4,47.39,1.49,9.34,7.4,20.32,0.16,0.25,1.35,0.15,18.31,15.45,37.91
1,4,48.18,2.02,10.17,7.52,16.85,0.17,0.39,1.85,0.25,18.24,15.44,37.82
1,4,49.05,2.56,12.58,10.72,9.29,0.18,0.35,2.21,0.25,18.54,15.49,38.11
1,4,49,1.9,11.38,9.04,14.15,0.17,0.3,1.86,0.19,18.30,15.49,37.99
1,4,49.62,2.07,12.47,9.93,10.79,0.17,0.34,2.19,0.21,18.31,15.45,37.90
1,4,49.33,1.97,11.67,9.32,13.23,0.16,0.31,1.92,0.19,18.30,15.45,37.89
1,4,48.68,2.01,10.86,9.12,14.61,0.17,0.32,1.69,0.18,18.56,15.48,38.12
1,4,47.28,2.44,11.58,8.98,13.61,0.17,0.58,2.02,0.28,18.54,15.47,38.13
1,4,48.99,2.14,10.27,7.77,15.43,0.17,0.43,1.9,0.24,18.40,15.47,38.03
1,4,50.76,2.7,11.34,7.95,10.93,0.17,0.63,2.29,0.34,18.37,15.44,37.97
1,4,48.76,2.11,10.1,7.68,15.76,0.17,0.42,1.86,0.24,18.42,15.51,38.17
1,4,49.7,2.8,13.1,10.42,7.97,0.18,0.45,2.53,0.29,18.52,15.48,38.08
1,4,46.49,1.82,8.38,7.45,20.82,0.18,0.29,1.38,0.19,18.48,15.48,38.01
1,4,45.76,1.6,8.02,7.42,22.09,0.18,0.21,1.19,0.17,18.44,15.48,38.00
1,4,49,2.43,11.75,10.32,10.86,0.18,0.43,1.74,0.24,18.53,15.49,38.09
1,4,49.27,2.1,11.65,10.62,11.63,0.18,0.29,1.77,0.2,18.51,15.48,38.10
1,4,50.69,2.35,13.58,11.18,7.33,0.17,0.31,2.15,0.21,18.49,15.49,38.13
1,4,48.86,2.01,11.23,10.29,13.01,0.18,0.23,1.64,0.2,18.53,15.49,38.14
1,4,45.15,1.49,7.17,6.24,24.76,0.18,0.22,1.24,0.15,18.61,15.50,38.19
1,4,50.39,2.67,13.44,11.1,6.76,0.18,0.37,2.26,0.27,18.54,15.49,38.14
1,4,49.43,2.24,12.08,10.29,11.22,0.18,0.3,1.9,0.21,18.59,15.50,38.18
1,4,45.03,1.21,6.46,5.75,26.7,0.18,0.19,1.09,0.12,18.49,15.49,38.10
1,4,50.28,3.16,13.32,10.29,6.44,0.18,0.51,2.5,0.37,18.67,15.50,38.25
1,4,48.23,2.14,11.02,9.66,13.47,0.18,0.34,1.78,0.21,18.54,15.50,38.14
1,4,49.36,2.2,12.08,10.7,10.82,0.17,0.29,1.93,0.22,18.53,15.49,38.13
1,4,47.78,2.02,9.81,8.09,17.5,0.17,0.24,1.57,0.21,18.60,15.48,38.17
1,4,47.56,1.76,9.56,8.16,17.96,0.18,0.2,1.58,0.2,18.49,15.48,38.10
1,4,49.73,2.55,12.33,10.21,10,0.18,0.31,2.01,0.26,18.57,15.49,38.15
1,4,46.41,1.62,8.23,7.17,21.62,0.18,0.24,1.34,0.16,18.50,15.49,38.11
1,4,47.65,2,10.17,8.84,16.69,0.18,0.28,1.52,0.19,18.60,15.50,38.14
1,4,45.73,1.6,7.7,6.84,23.16,0.18,0.24,1.25,0.16,18.55,15.49,38.10
1,4,45.46,1.49,7.46,6.35,24.46,0.17,0.18,1.19,0.15,18.63,15.49,38.17
1,4,50.09,2.6,13.3,11.08,7.31,0.18,0.42,2.12,0.25,18.58,15.49,38.14
1,4,50.13,2.46,12.93,10.79,8.17,0.18,0.39,2.15,0.23,18.50,15.48,38.08
1,4,48.56,1.97,10.53,8.84,15.39,0.17,0.22,1.69,0.2,18.49,15.48,38.11
1,4,48.84,2.15,11.12,9.32,13.73,0.18,0.27,1.71,0.21,18.56,15.49,38.15
1,4,47.44,1.89,9.44,7.97,18.73,0.17,0.21,1.51,0.19,18.61,15.48,38.15
1,4,47.14,1.84,9.19,7.7,19.62,0.17,0.24,1.45,0.18,18.63,15.49,38.19
1,4,46.3,2.07,10.58,8.72,16.85,0.18,0.23,1.82,0.22,18.44,15.48,38.12
1,4,49.34,2.57,12.27,10.56,9.46,0.18,0.46,2.11,0.26,18.58,15.49,38.17
1,4,47.36,2.11,10.12,8.29,16.77,0.18,0.32,1.58,0.22,18.58,15.49,38.15
1,4,47.4,1.79,9.61,7.97,18.33,0.17,0.19,1.47,0.17,18.50,15.49,38.13
1,4,50.19,2.42,12.73,10.44,8.48,0.18,0.4,2.14,0.24,18.47,15.48,38.11
1,4,49.21,2.06,11.41,9.63,12.47,0.18,0.23,1.73,0.19,18.55,15.49,38.19
1,4,50.33,2.52,13.17,11.04,7.85,0.18,0.38,2.18,0.26,18.52,15.48,38.13
1,4,44.66,1.25,6.22,5.81,27.19,0.17,0.2,1.09,0.13,18.52,15.48,38.10
1,4,47.61,2.22,10.48,8.86,15.55,0.17,0.36,1.69,0.23,18.55,15.49,38.12
1,4,46.68,1.58,8.55,7.27,21.06,0.17,0.16,1.33,0.16,18.47,15.47,38.06
1,4,50.53,2.33,12.99,10.72,8.44,0.18,0.29,2.07,0.22,18.46,15.48,38.08
1,4,49.7,2.61,13.93,11.36,7.01,0.18,0.35,2.25,0.26,18.49,15.48,38.13
1,4,48.96,2.26,11.47,9.58,12.04,0.18,0.35,1.91,0.22,18.46,15.48,38.08
1,4,48.3,2.08,10.98,9.49,13.86,0.18,0.26,1.75,0.2,18.54,15.48,38.12
1,4,49.56,2.54,13.71,11.19,7.77,0.17,0.32,2.25,0.26,18.49,15.49,38.12
1,4,50.18,2.24,12.65,10.82,9.02,0.18,0.27,1.91,0.22,18.51,15.50,38.15
1,4,50.42,2.36,13.3,11.11,7.96,0.17,0.32,2.14,0.23,18.53,15.49,38.13
1,4,48.32,2.19,11.23,9.98,13.14,0.17,0.38,1.67,0.22,18.56,15.50,38.16
1,4,45.5,1.54,8.27,6.91,22.31,0.18,0.22,1.44,0.15,18.43,15.48,38.09
1,4,47.13,1.69,9.08,7.7,19.52,0.17,0.21,1.48,0.17,18.50,15.49,38.11
1,4,46.96,1.63,8.82,7.42,20.4,0.17,0.21,1.47,0.17,,,
1,4,50.24,2.46,12.75,10.36,8.92,0.17,0.37,2.09,0.27,18.63,15.49,38.22
1,4,50.39,2.26,12.87,11,8.69,0.18,0.27,2.08,0.22,18.51,15.49,38.13
1,4,49.39,1.97,11.69,10.28,12.14,0.18,0.21,1.77,0.19,18.51,15.49,38.14
1,4,48.01,2.29,10.9,9.09,14.08,0.18,0.34,1.88,0.24,18.57,15.49,38.13
1,4,46.97,1.86,9.8,8.27,17.97,0.18,0.23,1.6,0.18,18.52,15.48,38.10
1,4,47.96,2.45,13.16,11.22,9.9,0.18,0.31,2.16,0.24,18.45,15.48,38.20
1,4,46.69,1.82,9.98,8.4,17.93,0.18,0.25,1.63,0.17,18.45,15.47,38.18
1,4,46.45,2,10.66,9.03,16.21,0.18,0.22,1.75,0.19,18.44,15.48,38.18
1,4,49.61,2.62,12.44,9.98,9.35,0.18,0.45,2.28,0.27,18.53,15.48,38.14
1,4,46.38,1.77,9.7,8.16,18.91,0.17,0.21,1.54,0.17,18.44,15.47,38.17
1,4,46.99,2.22,11.61,9.71,13.59,0.18,0.28,1.79,0.2,18.50,15.48,38.19
1,4,46.39,1.95,10.53,8.91,16.64,0.18,0.2,1.67,0.18,18.45,15.48,38.17
1,4,46.63,1.89,10.31,8.71,17.23,0.18,0.18,1.69,0.18,18.44,15.47,38.17
1,4,49.78,2.74,13.32,10.65,7.4,0.18,0.49,2.4,0.29,18.47,15.48,38.03
1,4,47.48,2.98,14.14,11.56,7.46,0.18,0.75,2.23,0.38,18.37,15.48,37.96
1,4,49.09,2.85,12.69,10.49,8.83,0.17,0.58,2.46,0.31,18.44,15.49,38.01
1,4,49.17,2.56,11.92,9.67,11.05,0.17,0.36,2.25,0.27,18.58,15.50,38.20
1,4,48.81,2.41,11.75,9.51,11.79,0.17,0.44,2.12,0.26,,,
1,4,48.03,2.26,11.05,9.43,13.42,0.17,0.35,1.96,0.23,18.48,15.49,38.04
1,4,48.37,2.18,10.46,8.57,15.16,0.17,0.41,1.96,0.24,,,
1,4,47.21,1.95,9.51,8.07,18.25,0.17,0.33,1.82,0.2,18.52,15.49,38.11
1,4,46.51,1.76,8.65,8.17,20.01,0.17,0.24,1.63,0.17,18.55,15.49,38.11
1,4,46.53,1.78,8.83,7.72,20.33,0.17,0.28,1.67,0.18,18.50,15.47,38.04
1,4,46.18,1.66,8.02,7.1,22.41,0.17,0.21,1.47,0.16,18.61,15.50,38.20
1,4,45.63,1.54,7.27,6.66,23.77,0.18,0.26,1.47,0.16,18.47,15.48,38.03
1,4,45.52,1.31,7.04,6.04,25.58,0.17,0.2,1.37,0.14,,,
1,4,46.65,1.63,8.49,7.09,21.37,0.17,0.25,1.56,0.17,,,
1,4,49.21,2.04,9.83,7.29,17.24,0.18,0.39,1.76,0.22,18.40,15.46,38.05
1,,,,,,,,,,,,,
1,5,48.08,2.96,14.94,11.47,6.56,0.18,0.59,2.54,0.39,,,
1,5,48.72,2.19,15.11,10.69,8.7,0.17,0.28,1.85,0.23,18.27,15.47,37.90
1,5,48.64,1.41,9.3,7.21,20.52,0.16,0.26,1.3,0.12,18.07,15.45,37.79
1,5,49.05,1.92,11.6,9.37,13.54,0.17,0.33,1.68,0.21,,,
1,5,50.14,2.28,12.88,10.19,9.6,0.18,0.41,2.09,0.27,,,
